Frequency [Hz],repeat,Vrms [V],Irms [A],Z [Ohm]
1505.7117421792536,2,0.08061017309062175,0.00627338467,12.849550494824312
1505.7117421792536,3,0.08061017309062175,0.00627824618,12.839600547588237
1505.7117421792536,4,0.08061017309062175,0.00628472911,12.826356025808368
1505.7117421792536,5,0.08061017309062175,0.00628535915,12.825070320861736
1625.5720257352773,1,0.09333809462164952,0.00627208548,14.881508697430814
1625.5720257352773,2,0.09333809462164952,0.00626378367,14.901232152809888
1625.5720257352773,3,0.09333809462164952,0.00628104527,14.860280512139905
1625.5720257352773,4,0.08909545587907389,0.00629640231,14.150216503410483
1625.5720257352773,5,0.09333809462164952,0.00627667829,14.870619507511755
1754.9736359421347,1,0.11030864959195207,0.00626658089,17.60268502525499
1754.9736359421347,2,0.11030864959195207,0.00625507487,17.63506462904289
1754.9736359421347,3,0.11030864959195207,0.00625682529,17.630131013607393
1754.9736359421347,4,0.11030864959195207,0.00626422884,17.609294361594884
1754.9736359421347,5,0.11030864959195207,0.00626703957,17.60139669773173
1894.6760980700585,1,0.12727922566939204,0.0062244446,20.448286369099026
1894.6760980700585,2,0.12727922566939204,0.00621487992,20.479756215369008
1894.6760980700585,3,0.12727922566939204,0.00623700954,20.40709170847156
1894.6760980700585,4,0.13152185387607662,0.00622491539,21.128295829909522
1894.6760980700585,5,0.12727922566939204,0.00621893303,20.466408796396387
2045.499398440163,1,0.14849242995351658,0.00618203729,24.019982893619293
2045.499398440163,2,0.14849242995351658,0.00618318468,24.01552559699973
2045.499398440163,3,0.14849242995351658,0.00619415613,23.972987899728093
2045.499398440163,4,0.14849242995351658,0.00619660318,23.96352092268664
2045.499398440163,5,0.14849242995351658,0.00618955074,23.990825213514057
2208.3287973501215,1,0.16970563423764115,0.00614080066,27.63575039051034
2208.3287973501215,2,0.17394826244432574,0.00613231724,28.365829039256575
2208.3287973501215,3,0.17394826244432574,0.00614408264,28.311510869314368
2208.3287973501215,4,0.17394826244432574,0.00613756524,28.34157449124333
2208.3287973501215,5,0.17394826244432574,0.00615911186,28.242426245579786
2384.1200251267087,1,0.19091881744998362,0.00609642593,31.316515552249747
2384.1200251267087,2,0.19091881744998362,0.00614974555,31.04499460957106
2384.1200251267087,3,0.19091881744998362,0.00614562305,31.065819673073445
2384.1200251267087,4,0.19091881744998362,0.0061483318,31.052133108688704
2384.1200251267087,5,0.19091881744998362,0.00614960352,31.045711618492053
2573.9048918035724,1,0.2163746710125749,0.00610182341,35.46065765488531
2573.9048918035724,2,0.2163746710125749,0.00610378059,35.449287179009644
2573.9048918035724,3,0.2163746710125749,0.00608935254,35.53328035965133
2573.9048918035724,4,0.2163746710125749,0.00595573289,36.33048610623216
2573.9048918035724,5,0.2163746710125749,0.00589773525,36.687755865707075
2778.797343350308,1,0.2418305245751661,0.00584884174,41.34673758075836
2778.797343350308,2,0.2418305245751661,0.00586292893,41.24739144248267
2778.797343350308,3,0.2375878752613441,0.00590008032,40.26858320148158
2778.797343350308,4,0.2418305245751661,0.00588241685,41.11074253011602
2778.797343350308,5,0.2375878752613441,0.0059079947,40.214639200902475
3000.0000000000014,1,0.26304372882393534,0.00585056189,44.96042154062836
3000.0000000000014,2,0.26304372882393534,0.00583844399,45.05373850883433
3000.0000000000014,3,0.25880107954546866,0.00584786525,44.25565030683097
3000.0000000000014,4,0.25880107954546866,0.00585855683,44.174885907092694
3000.0000000000014,5,0.26304372882393534,0.0058539696,44.934249201419725
